Is_top_5_League,Based_rich_nation,Is_top_ranked_nation,EU_National,Caps,Apps,Age,Reputation,Is_top_prev_club,Last_Transfer_Fee,Salary
0,0,2,0,0,409,33,5154,0,0,124000
0,0,1,0,0,65,24,4474,0,0,124000
0,0,1,0,0,126,23,4472,0,0,124000
0,0,1,0,0,6,19,4458,0,0,124000
0,0,2,1,0,287,32,4709,0,0,124000
0,0,2,1,0,334,36,4690,0,0,124000
0,0,2,0,0,80,25,4650,0,0,124000
0,0,0,0,37,81,31,4267,0,0,124000
0,1,0,1,0,53,23,4024,0,0,124000
0,1,0,1,0,2,18,4298,0,0,123000
0,0,2,1,0,429,37,5920,0,0,123000
0,0,0,0,6,37,25,4400,0,0,123000
0,1,2,1,0,290,33,5605,0,0,123000
1,1,2,1,0,0,17,3627,0,0,123000
0,0,0,0,15,29,31,3970,0,0,123000
0,1,2,1,0,117,23,5256,0,0,123000
0,0,0,0,2,177,28,5763,0,0,123000
0,1,2,1,0,108,24,5200,0,0,123000
0,1,2,1,0,419,32,5205,0,0,123000
0,1,2,1,0,228,29,5200,0,0,123000
0,0,2,0,0,130,27,4550,0,0,123000
0,0,1,0,0,139,26,4463,0,0,123000
0,1,2,1,0,580,37,4570,0,0,123000
0,0,2,1,0,244,29,5661,0,0,123000
0,1,0,1,14,116,28,5250,0,0,123000
0,1,2,1,0,83,22,5624,0,0,123000
0,0,0,0,18,45,22,5823,0,0,123000
0,0,1,0,4,325,34,5204,0,0,123000
0,0,2,0,0,75,26,4718,0,0,123000
0,0,0,1,0,248,35,5207,0,0,123000
0,0,0,0,62,106,30,4600,0,0,123000
0,1,2,1,0,64,23,5323,0,0,123000
0,1,2,1,0,228,31,5300,0,0,123000
0,0,0,1,3,355,32,5700,0,0,123000
0,1,0,1,0,150,26,5300,0,0,123000
0,1,0,1,0,107,32,4326,0,0,123000
0,0,0,0,10,101,21,5281,0,0,123000
0,0,0,0,2,75,23,5169,0,0,123000
0,0,0,0,20,352,32,5014,0,0,123000
0,1,1,1,0,158,30,4635,0,0,123000
0,0,1,0,1,417,34,6000,0,0,123000
0,0,1,0,0,298,35,5117,0,0,123000
0,0,0,0,25,52,30,4887,0,0,123000
0,1,1,1,0,71,22,5078,0,0,123000
0,0,0,1,3,135,28,5897,0,0,123000
0,0,2,1,0,382,32,5404,0,0,123000
0,1,0,0,13,338,38,3600,0,0,123000
0,0,1,0,0,263,37,4588,0,0,123000
0,0,0,1,11,178,28,5292,0,0,123000
0,0,1,0,0,358,34,4582,0,0,123000
0,0,1,0,0,178,28,4600,0,0,123000
0,0,0,0,1,26,26,4792,0,0,123000
0,0,0,0,2,39,27,4789,0,0,123000
0,1,2,1,0,224,27,5100,0,0,123000
0,0,1,0,2,177,32,4750,0,0,123000
0,0,0,1,4,173,28,5722,0,0,122000
0,0,0,0,0,160,26,5616,0,0,122000
0,0,0,0,2,84,19,5704,0,0,122000
0,1,2,1,0,216,29,5563,0,0,122000
0,0,1,1,0,65,20,5598,0,0,122000
0,0,0,1,0,50,22,5938,0,0,122000
0,0,2,1,0,147,26,6400,0,0,122000
0,0,2,0,0,58,25,5816,0,0,122000
0,0,2,1,0,48,21,4968,0,0,122000
0,0,2,1,0,221,37,5250,0,0,122000
0,0,2,1,4,360,36,5621,0,0,122000
0,0,2,1,0,301,34,5922,0,0,122000
0,0,2,1,0,305,27,6682,0,0,122000
0,0,2,1,0,329,31,6014,0,0,122000
0,0,2,1,0,6,19,4558,0,0,122000
0,0,1,1,90,457,37,5688,0,0,122000
0,0,2,1,0,0,18,4289,0,0,122000
0,0,0,1,2,196,26,6083,0,0,122000
0,1,2,1,0,33,20,5008,0,0,122000
0,0,2,1,0,214,27,5808,0,0,122000
0,0,2,1,0,339,32,5539,0,0,122000
0,0,0,0,6,234,29,5350,0,0,122000
0,0,0,1,44,311,36,5833,0,0,122000
0,0,2,1,0,414,36,5913,0,0,122000
0,0,0,0,1,150,26,4239,0,0,122000
0,0,1,1,17,249,31,5153,0,0,122000
0,1,0,0,14,69,26,4124,0,0,122000
0,0,0,0,2,214,27,5133,0,0,122000
0,0,0,1,2,188,25,5595,0,0,122000
0,0,0,1,0,65,22,5723,0,0,122000
0,0,0,1,1,172,24,5281,0,0,122000
0,0,0,1,37,339,31,4008,0,0,122000
0,0,1,0,0,89,21,4757,0,0,122000
0,0,1,0,4,149,22,5161,0,0,122000
0,0,0,0,19,231,28,5581,0,0,122000
0,1,2,1,0,132,23,5178,0,0,122000
0,1,2,1,0,299,30,5200,0,0,122000
0,0,2,0,17,334,34,4456,0,0,122000
1,1,2,1,0,0,18,4201,0,0,122000
0,1,2,1,0,369,31,5458,0,0,122000
0,1,2,1,0,602,40,4350,0,0,122000
0,1,2,1,0,94,23,5450,0,0,122000
0,0,2,1,0,120,22,6321,0,0,122000
0,1,0,1,0,49,22,5441,0,0,122000
0,1,2,1,0,230,29,5100,0,0,122000
0,1,0,1,27,291,32,5107,0,0,122000
0,0,0,1,12,264,25,5572,0,0,121000
0,0,0,0,5,66,20,4951,0,0,121000
0,0,2,1,0,211,27,5543,0,0,121000
0,0,1,1,0,208,28,5500,0,0,121000
0,1,0,1,0,342,31,5057,0,0,121000
0,0,0,1,5,229,26,5318,0,0,121000
1,1,2,1,0,7,18,5536,0,0,121000
0,0,0,0,5,150,25,5769,0,0,121000
0,1,2,1,0,220,27,5413,0,0,121000
0,1,2,1,0,266,29,5498,0,0,121000
0,1,2,1,0,396,32,5410,0,0,121000
0,1,2,1,0,88,24,5429,0,0,121000
0,0,1,0,4,102,29,5310,0,0,121000
0,1,2,1,0,333,32,5400,0,0,121000
0,1,2,1,0,281,30,5450,0,0,121000
0,0,0,0,20,166,26,5019,0,0,121000
0,1,2,0,0,176,26,4834,0,0,121000
0,1,2,0,0,31,20,4409,0,0,121000
0,1,2,0,0,202,30,5443,0,0,121000
0,1,2,0,0,204,28,4506,0,0,121000
0,0,1,1,0,50,22,5516,0,0,121000
0,1,2,0,0,440,35,4752,0,0,121000
0,1,0,1,0,84,22,4410,0,0,121000
0,1,1,0,0,17,20,4750,1,0,121000
0,1,2,0,0,46,22,4136,0,0,121000
0,1,2,0,0,289,30,4173,0,0,121000
1,1,1,0,0,3,18,4662,0,0,121000
0,1,0,0,0,410,33,4408,0,0,121000
0,1,0,1,4,81,23,5012,0,0,121000
0,1,2,0,0,26,23,3880,0,0,121000
0,0,2,1,0,616,36,5370,0,0,121000
1,1,2,0,0,0,18,3881,1,0,121000
0,1,0,1,0,297,31,4258,0,0,121000
0,1,2,0,0,49,24,4791,0,0,121000
0,0,0,1,26,375,31,5511,0,0,121000
0,1,2,0,0,155,23,4967,0,0,121000
0,0,2,1,0,94,22,5367,0,0,121000
0,0,0,1,0,250,28,4485,0,0,121000
0,1,2,0,0,455,35,4300,0,0,121000
0,1,2,0,0,3,18,5209,0,0,121000
0,1,2,0,0,15,21,4097,0,0,121000
0,0,0,0,0,329,31,5114,0,0,121000
0,1,2,0,0,52,22,4762,0,0,121000
0,1,2,0,0,49,21,4570,0,0,121000
0,0,1,0,2,146,26,5772,0,0,121000
1,1,1,0,0,0,17,4424,0,0,121000
0,1,2,0,0,55,24,4351,0,0,121000
1,1,1,0,0,15,23,4791,0,0,121000
0,1,0,1,0,59,20,5105,0,0,121000
0,0,2,0,0,217,27,5097,0,0,121000
0,1,2,0,0,0,20,4309,0,0,121000
0,0,1,0,0,61,22,5441,0,0,121000
0,1,0,1,0,41,19,5129,0,0,121000
0,1,0,0,1,16,20,4952,0,0,121000
0,1,2,0,0,1,20,4881,0,0,121000
0,1,2,0,0,260,27,4656,0,0,121000
0,1,2,0,0,1,20,4680,0,0,121000
0,0,1,0,0,95,25,4429,0,0,121000
0,1,0,0,2,214,30,4897,0,0,121000
1,1,1,1,0,0,19,4108,0,0,121000
0,1,2,0,0,47,22,5386,0,0,121000
0,1,2,0,0,287,28,4425,0,0,121000
0,1,2,0,0,228,28,4720,0,0,121000
1,1,0,1,0,1,18,3647,0,0,121000
0,1,2,0,0,90,24,4421,0,0,121000
0,1,2,0,0,21,24,4937,1,0,121000
0,1,2,0,0,192,25,5052,0,0,121000
1,1,0,0,0,0,19,4000,0,0,121000
1,1,2,0,0,0,18,4650,0,0,121000
0,1,2,0,0,183,27,4616,0,0,121000
0,1,0,0,0,4,19,4396,0,0,121000
1,1,0,0,0,10,18,5134,0,0,121000
0,1,2,0,0,104,23,4962,0,0,121000
0,0,1,0,0,406,31,4906,0,0,121000
0,1,2,0,0,280,27,4902,0,0,121000
0,1,2,0,0,9,21,4238,0,0,121000
0,1,2,0,0,198,28,4768,0,0,121000
1,1,0,0,8,73,20,5260,0,0,121000
0,1,0,1,0,225,26,4959,0,0,121000
1,1,2,0,0,1,19,4301,0,0,121000
0,1,1,0,0,215,26,4967,0,0,121000
1,1,2,0,0,0,18,3766,1,0,121000
1,1,2,0,0,1,17,6474,0,0,121000
0,1,2,0,0,105,26,4568,0,0,121000
1,1,2,1,0,0,21,4550,0,0,121000
0,1,2,0,0,240,26,5157,0,0,121000
0,1,2,0,0,32,22,4176,0,0,121000
0,1,0,1,0,90,22,4732,0,0,121000
1,1,2,1,0,1,18,4512,0,0,121000
0,1,2,0,0,187,25,4841,0,0,121000
0,1,2,0,0,228,28,4895,0,0,121000
0,0,0,0,0,80,22,5028,0,0,121000
0,1,2,0,0,136,26,4415,0,0,121000
0,1,2,0,0,219,26,5149,0,0,121000
0,1,2,0,0,141,25,4842,0,0,121000
1,1,0,0,0,0,17,3779,0,0,121000
0,0,1,0,7,137,24,5448,0,0,121000
1,1,1,0,0,20,18,4874,0,0,121000
0,0,0,0,0,287,31,5607,0,0,121000
0,0,1,0,0,105,23,5434,0,0,121000
0,0,1,1,0,316,30,5307,0,0,121000
0,1,2,1,0,288,29,5714,0,0,121000
0,1,0,0,2,252,25,5216,0,0,121000
0,1,2,0,0,60,23,4634,0,0,121000
0,1,2,0,0,210,28,4880,0,0,121000
1,1,2,1,0,0,19,4000,0,0,121000
1,1,2,0,4,468,36,4788,0,0,121000
0,1,2,0,0,310,30,4468,0,0,121000
0,1,2,0,0,383,29,4658,0,0,121000
0,1,2,0,0,179,25,5542,0,0,121000
1,1,0,1,0,34,18,3760,0,0,121000
0,1,0,0,0,229,27,4923,0,0,121000
0,1,0,1,0,364,33,4954,0,0,121000
0,1,2,0,0,152,25,5090,0,0,121000
0,1,2,0,0,346,30,4689,0,0,121000
0,0,0,1,0,301,29,5413,0,0,121000
0,1,2,0,0,6,19,4499,0,0,121000
0,1,2,0,0,562,38,4724,0,0,121000
0,1,2,0,0,339,28,4807,0,0,121000
0,1,0,0,0,299,28,4356,0,0,121000
0,1,2,0,0,436,32,4654,0,0,121000
0,1,0,0,3,201,30,4909,0,0,121000
0,1,2,0,0,367,30,4665,0,0,121000
0,0,0,1,0,90,23,5476,0,0,121000
0,1,2,0,0,148,28,4650,0,0,121000
0,1,2,0,0,294,27,4100,0,0,121000
0,1,0,1,0,121,24,5323,0,0,121000
1,1,2,0,0,0,19,5250,0,0,121000
0,1,0,1,2,188,24,5829,0,0,121000
0,1,2,0,0,375,32,4751,0,0,121000
0,1,2,0,0,281,30,4679,0,0,121000
1,1,2,0,0,0,19,4850,0,0,121000
0,0,0,1,0,144,24,5676,0,0,121000
0,1,0,1,0,191,27,4625,0,0,121000
0,0,0,1,3,241,28,5563,0,0,121000
0,1,0,0,0,45,19,5030,0,0,121000
0,1,2,0,0,532,34,4291,0,0,121000
0,0,0,1,0,143,25,4712,0,0,121000
0,1,2,0,0,192,26,4997,0,0,121000
0,1,0,0,1,1,20,4618,1,0,121000
0,1,2,0,0,148,26,4781,0,0,121000
0,1,2,0,0,17,21,3911,0,0,121000
0,1,2,0,0,0,21,4627,0,0,121000
0,1,2,0,0,190,23,5302,0,0,121000
0,1,2,0,0,0,21,4404,0,0,121000
0,1,2,0,0,488,34,4100,0,0,121000
0,1,1,0,50,401,34,5000,0,0,121000
0,1,0,0,0,90,24,5321,0,0,121000
0,1,2,0,0,419,33,4158,0,0,121000
1,1,2,0,0,32,23,5250,0,0,121000
0,1,2,0,0,35,22,4765,0,0,121000
0,1,2,0,0,0,18,3770,1,0,121000
0,1,2,0,0,456,35,4800,0,0,121000
0,0,2,0,0,147,25,5036,0,0,121000
1,1,2,0,0,0,22,4766,0,0,121000
1,1,0,1,0,60,22,4550,0,0,121000
0,1,2,0,0,59,21,4516,0,0,121000
0,1,2,0,0,438,31,4092,0,0,121000
0,1,2,0,0,476,31,5410,0,0,121000
0,1,2,0,0,107,23,5298,0,0,121000
0,0,0,1,33,302,39,4292,0,0,121000
0,1,2,0,0,453,32,4354,0,0,121000
0,1,2,1,0,0,20,4400,0,0,121000
0,1,2,0,0,127,23,4397,0,0,121000
0,1,2,0,0,25,19,5529,0,0,121000
1,1,1,1,0,0,19,3758,0,0,121000
0,1,0,1,0,32,19,4699,0,0,121000
0,1,0,0,0,39,22,5059,0,0,121000
0,0,1,0,19,120,23,5155,0,0,121000
0,1,2,0,0,72,22,4323,1,0,121000
0,1,0,1,0,147,24,5017,0,0,121000
0,0,0,0,0,69,23,4594,0,0,121000
1,1,2,0,0,0,21,3750,0,0,121000
0,1,2,0,0,95,22,4353,0,0,121000
1,1,0,1,0,0,19,3911,0,0,121000
0,1,0,1,0,330,29,5415,0,0,121000
0,1,2,0,0,244,26,5188,0,0,121000
0,1,1,0,0,56,23,5235,0,0,121000
0,1,2,0,0,67,24,4971,0,0,121000
0,1,2,0,0,77,22,4756,0,0,121000
0,1,2,0,0,155,25,5025,0,0,121000
0,1,2,0,0,264,26,4343,0,0,121000
0,1,1,1,0,28,20,5602,0,0,121000
0,1,2,0,0,20,20,6546,0,0,121000
1,1,2,0,0,39,19,4608,0,0,121000
1,1,0,0,0,1,18,3414,0,0,121000
0,1,2,0,0,217,26,5303,0,0,121000
0,1,0,1,0,73,21,4674,0,0,121000
0,0,0,0,1,174,27,5000,0,0,121000
0,1,0,0,2,106,23,4375,0,0,121000
0,1,2,0,0,33,19,5106,0,0,121000
0,1,2,0,0,9,20,5441,0,0,121000
0,1,1,1,0,50,24,5130,0,0,121000
0,1,0,1,0,28,20,5393,0,0,121000
0,1,2,1,0,27,22,4489,0,0,121000
0,0,0,0,0,17,22,4578,0,0,121000
0,1,0,1,1,112,23,4704,0,0,121000
1,1,2,0,0,9,20,4509,0,0,121000
0,0,1,1,0,50,21,5209,1,0,121000
0,1,2,0,0,75,23,4399,0,0,121000
0,1,0,1,0,63,24,5244,0,0,121000
0,1,2,0,0,264,27,4893,0,0,121000
1,1,2,0,0,0,20,4900,0,0,121000
0,1,2,0,0,130,24,5124,0,0,121000
0,1,2,0,0,19,24,4800,0,0,121000
0,1,2,0,0,76,20,5329,0,0,121000
0,1,2,0,0,37,21,4125,0,0,121000
0,1,2,0,0,373,30,4600,0,0,121000
0,1,2,0,0,479,33,4385,0,0,121000
0,1,2,0,0,264,27,4800,0,0,121000
0,0,0,0,0,90,23,5156,0,0,121000
0,1,0,0,0,13,20,4121,0,0,121000
0,1,1,1,0,2,20,4700,0,0,121000
0,0,1,1,3,277,29,5608,0,0,121000
0,0,0,0,54,217,29,5509,0,0,121000
0,1,2,1,0,115,25,5397,0,0,121000
0,0,0,0,7,94,28,5750,0,0,121000
0,1,2,1,0,3,20,2770,0,0,121000
0,1,0,1,9,173,28,5406,0,0,121000
0,1,0,0,3,39,25,4000,0,0,121000
0,1,2,1,0,307,31,5164,0,0,121000
0,0,1,0,0,171,33,4610,0,0,121000
0,0,0,0,24,99,22,4900,0,0,121000
0,0,1,0,0,267,30,4600,0,0,121000
0,0,1,0,0,161,30,4613,0,0,121000
0,1,2,1,0,60,23,5272,0,0,121000
0,0,0,0,44,295,31,3900,0,0,121000
0,0,1,1,2,141,22,5314,0,0,121000
0,0,1,1,4,251,32,5204,0,0,121000
0,1,2,1,0,29,22,5300,0,0,121000
0,0,0,1,18,194,28,5770,0,0,121000
0,0,1,0,0,64,28,4450,0,0,121000
0,0,0,1,9,75,27,4800,0,0,121000
0,0,0,1,4,69,24,4478,0,0,121000
0,1,2,1,0,267,28,5500,0,0,120000
0,0,0,0,8,10,27,5240,0,0,120000
0,0,1,1,0,212,28,5050,0,0,120000
0,0,0,1,21,143,24,5239,0,0,120000
0,0,2,1,5,368,34,5300,0,0,120000
0,0,1,0,0,328,33,4400,0,0,120000
0,0,0,1,5,188,27,5084,0,0,120000
0,0,0,1,2,250,32,5510,0,0,120000
0,1,2,1,0,369,36,5372,0,0,120000
0,1,0,1,1,90,21,5490,0,0,120000
0,0,2,1,0,210,28,5532,0,0,120000
1,1,0,1,0,8,20,4050,0,0,120000
1,1,2,1,0,90,23,6529,0,0,120000
1,1,1,1,0,0,18,6199,0,0,120000
1,1,2,1,0,4,18,5380,0,0,120000
1,1,2,1,0,53,21,6058,0,0,120000
1,1,0,1,0,0,19,3830,0,0,120000
0,0,2,1,0,172,29,5497,0,0,120000
0,1,0,1,0,0,19,3400,0,0,120000
1,1,1,1,0,16,19,4443,0,0,120000
1,1,0,0,3,65,23,5300,0,0,120000
1,1,1,1,0,16,19,4776,0,0,120000
1,1,0,0,0,49,20,4783,0,0,120000
0,0,2,1,0,363,34,5324,0,0,120000
0,0,0,0,29,56,29,3899,0,0,120000
0,0,1,1,6,274,32,4432,0,0,120000
0,0,1,1,4,394,33,5700,0,0,120000
0,0,0,0,4,240,29,4784,0,0,120000
0,1,2,1,0,211,27,5100,0,0,120000
0,1,2,1,0,50,22,5093,1,0,120000
1,1,0,1,0,0,17,3869,0,0,120000
0,0,2,1,0,329,34,5900,0,0,120000
0,1,1,1,0,402,34,5200,0,0,120000
0,1,0,1,1,0,19,3962,0,0,120000
0,1,1,1,0,60,22,4600,0,0,120000
0,1,1,1,0,0,19,4271,0,0,120000
0,0,0,0,0,26,19,4450,0,0,120000
1,1,1,1,0,1,17,4263,1,0,120000
0,1,2,1,0,7,20,4351,1,0,120000
0,1,1,1,0,141,26,4816,0,0,120000
0,1,1,1,0,2,19,4544,0,0,120000
0,1,1,1,0,2,18,4403,0,0,120000
1,1,0,1,0,0,18,4471,0,0,120000
0,1,1,1,0,42,21,4387,0,0,120000
0,1,0,1,0,104,24,4900,0,0,120000
0,1,1,1,0,111,24,5723,0,0,120000
0,1,0,1,0,41,21,4927,0,0,120000
0,1,1,1,0,2,21,4668,0,0,120000
0,1,0,1,0,37,20,4998,0,0,120000
0,1,2,1,0,27,21,4482,0,0,120000
0,1,1,1,0,77,22,4563,0,0,120000
0,1,1,1,0,95,27,5326,0,0,120000
0,1,1,1,0,241,28,5226,0,0,120000
0,1,1,1,0,23,20,4542,0,0,120000
0,1,0,1,0,32,20,4428,0,0,120000
0,1,1,1,0,62,23,4445,0,0,120000
1,1,1,1,0,0,18,4559,0,0,120000
0,1,1,1,0,83,24,4600,0,0,120000
0,1,1,1,0,141,23,5506,0,0,120000
0,1,1,1,0,2,19,4471,0,0,120000
0,0,0,1,0,127,24,5446,0,0,120000
0,1,1,1,0,86,23,4875,0,0,120000
0,1,2,1,0,125,28,5450,0,0,120000
0,1,1,1,0,0,18,4057,0,0,120000
1,1,1,1,0,0,18,3914,0,0,120000
0,1,2,1,0,40,20,4554,0,0,120000
0,1,1,1,0,2,18,4537,0,0,120000
0,1,1,1,0,200,29,5300,0,0,120000
0,1,1,1,0,159,23,4750,0,0,120000
0,0,2,1,1,392,34,5092,0,0,120000
1,1,1,1,0,0,18,4877,0,0,120000
0,1,1,1,0,85,21,4888,0,0,120000
1,1,1,1,0,2,26,4250,0,0,120000
0,1,1,1,0,1,18,3931,0,0,120000
0,1,1,1,0,40,21,4579,0,0,120000
0,1,1,1,0,50,21,4526,0,0,120000
0,0,0,1,15,222,27,5735,0,0,120000
0,0,2,1,1,346,36,5578,0,0,120000
0,0,2,1,0,36,20,6180,0,0,120000
0,0,2,1,0,225,31,5563,0,0,120000
0,0,2,1,0,154,24,6567,0,0,120000
0,0,0,1,0,30,20,5100,0,0,120000
0,0,2,1,0,71,21,5765,0,0,120000
0,0,0,0,36,101,24,5447,0,0,120000
0,0,2,1,1,275,32,4550,0,0,120000
0,0,1,1,0,188,27,5553,0,0,120000
0,0,2,0,0,148,28,6347,0,0,120000
0,1,1,1,0,128,24,5173,0,0,120000
0,1,1,1,0,292,29,5650,0,0,120000
0,0,0,1,7,151,26,6035,0,0,120000
0,1,1,1,0,324,34,5150,0,0,120000
0,0,0,1,2,281,28,6187,0,0,120000
0,1,2,1,0,400,30,5919,0,0,120000
0,0,2,0,0,150,27,5519,0,0,120000
1,1,2,1,0,1,18,4010,0,0,119000
0,0,0,0,12,337,33,5090,0,0,119000
0,0,1,0,4,254,34,5214,0,0,119000
0,0,2,1,0,412,37,5578,0,0,119000
0,0,2,1,0,139,26,5224,0,0,119000
0,0,2,1,0,304,30,5057,0,0,119000
0,1,1,1,0,23,21,4629,0,0,119000
0,1,1,1,0,136,25,5338,0,0,119000
0,0,0,0,3,3,25,5249,0,0,119000
0,0,0,0,78,37,34,5233,0,0,119000
0,0,0,0,18,296,30,5500,0,0,119000
0,0,0,1,81,359,32,5505,0,0,119000
0,0,0,1,4,165,28,5535,0,0,119000
0,1,2,1,0,117,26,5363,0,0,119000
0,1,2,1,0,219,29,5342,0,0,119000
0,1,2,1,0,79,23,5384,0,0,119000
0,1,2,0,0,103,24,6392,0,0,119000
0,1,0,1,1,311,34,5304,0,0,119000
0,0,0,1,0,286,31,5030,0,0,119000
0,1,2,1,0,186,27,5268,0,0,119000
0,1,0,1,10,143,31,5000,0,0,119000
0,1,0,0,6,187,28,4124,0,0,119000
0,1,2,1,0,158,24,5252,0,0,119000
0,0,0,0,75,207,28,5200,0,0,119000
0,0,0,0,2,190,24,6020,0,0,119000
0,0,0,0,3,369,32,5958,0,0,119000
0,0,0,0,1,183,27,5804,0,0,119000
0,0,1,0,0,95,26,4838,0,0,118000
0,0,0,0,1,247,36,5250,0,0,118000
0,0,0,0,0,123,24,5597,0,0,118000
0,1,1,0,1,163,28,5418,0,0,118000
0,0,0,0,63,42,30,4850,0,0,118000
0,0,0,0,1,39,34,4844,0,0,118000
0,0,0,0,75,154,31,4851,0,0,118000
0,1,1,1,0,58,21,5229,0,0,118000
0,0,0,1,1,244,26,6259,0,0,118000
0,1,1,1,0,221,29,5050,0,0,118000
0,1,0,1,4,31,24,4795,0,0,118000
0,1,0,1,0,88,24,5470,0,0,118000
0,0,0,1,1,300,29,5719,0,0,118000
0,1,2,1,0,75,21,5446,0,0,118000
0,1,2,1,0,89,24,4300,0,0,118000
0,0,1,0,11,206,29,5508,0,0,118000
0,1,2,1,0,98,26,5228,0,0,118000
1,1,1,1,0,0,17,3678,0,0,118000
0,1,2,1,0,86,22,5200,0,0,118000
0,0,0,0,17,151,25,5270,0,0,118000
0,0,0,0,60,137,31,3850,0,0,118000
0,0,0,0,53,91,28,4500,0,0,118000
0,0,2,0,0,97,23,5000,0,0,118000
0,0,0,1,1,212,29,5714,0,0,118000
0,0,1,0,2,144,30,5150,0,0,118000
0,0,0,1,15,140,26,5545,0,0,118000
0,1,1,1,0,52,21,5235,0,0,118000
0,0,0,1,69,335,32,6059,0,0,118000
0,0,0,1,5,103,27,4355,0,0,118000
0,1,0,0,2,4,19,4324,0,0,118000
0,1,2,1,0,30,20,6250,0,0,118000
0,1,2,1,0,29,20,5355,1,0,118000
0,0,0,0,2,158,28,5750,0,0,118000
0,1,1,1,0,1,19,3579,1,0,118000
0,0,0,0,3,74,22,5525,0,0,118000
0,0,2,1,0,351,31,4820,0,0,118000
0,1,2,0,0,105,26,3355,0,0,117000
0,0,1,0,0,43,23,4600,0,0,117000
0,0,0,1,2,420,40,5046,0,0,117000
0,0,1,0,0,104,22,4627,0,0,117000
0,0,1,0,12,389,34,4500,0,0,117000
0,0,1,0,0,257,31,4504,0,0,117000
0,0,1,0,16,349,31,6500,0,0,117000
0,0,0,0,12,36,20,5857,0,0,117000
0,0,1,1,6,191,27,5117,0,0,117000
0,0,1,1,2,107,21,5093,0,0,117000
0,1,2,1,0,1,19,5125,0,0,117000
0,1,2,1,0,247,28,5050,0,0,117000
0,1,2,1,0,51,22,5050,0,0,117000
0,1,2,1,0,0,19,5050,0,0,117000
0,1,2,1,0,340,34,4000,0,0,117000
0,1,2,1,0,197,28,5060,0,0,117000
0,1,2,1,0,172,25,5094,0,0,117000
0,1,2,1,0,506,37,3990,0,0,117000
1,1,2,1,0,42,19,5092,0,0,117000
0,1,2,1,0,212,31,4000,0,0,117000
0,1,2,1,0,60,21,5132,0,0,117000
0,1,2,1,0,106,22,5830,0,0,117000
0,1,2,1,0,142,23,5100,0,0,117000
0,1,2,1,0,256,26,5115,0,0,117000
0,0,2,1,0,364,31,5500,0,0,117000
0,1,2,1,0,116,24,5050,0,0,117000
0,1,2,1,0,7,19,5239,0,0,117000
0,0,1,1,3,306,28,5150,0,0,117000
0,0,0,0,53,166,26,4550,0,0,117000
0,0,0,0,36,127,27,5413,0,0,117000
0,0,1,1,4,337,32,5502,0,0,117000
1,1,2,1,0,83,22,5600,0,0,117000
0,0,2,1,0,229,31,5400,0,0,117000
1,1,0,1,2,71,25,5649,0,0,117000
0,0,0,0,11,35,26,4550,0,0,117000
0,0,2,1,0,108,25,6293,0,0,117000
0,0,1,0,0,9,22,4735,0,0,117000
0,0,2,1,0,219,31,5839,0,0,117000
0,1,1,1,0,87,27,5326,0,0,117000
0,0,0,1,42,508,38,5272,0,0,117000
0,0,0,0,8,203,26,5519,0,0,117000
0,0,0,1,1,164,29,5355,0,0,117000
0,0,2,1,0,302,31,5400,0,0,117000
0,0,0,1,3,169,25,5570,0,0,117000
0,0,0,1,2,165,24,5860,0,0,117000
0,0,0,1,2,357,32,5800,0,0,117000
0,0,2,0,0,171,26,5610,0,0,117000
0,0,0,1,28,233,29,6015,0,0,117000
0,0,0,1,48,407,32,4320,0,0,117000
0,1,2,1,0,323,30,5755,0,0,117000
0,0,0,1,1,223,28,5513,0,0,117000
0,0,2,1,0,262,29,5418,0,0,117000
0,1,1,1,0,36,21,4581,0,0,117000
0,1,1,1,0,191,27,4866,0,0,117000
0,0,2,1,0,105,22,5232,0,0,117000
0,0,0,1,0,195,28,6171,0,0,117000
0,1,0,1,0,168,28,5215,0,0,117000
0,0,2,1,0,31,22,5540,0,0,117000
0,0,0,0,1,93,21,6245,0,0,117000
0,0,0,0,30,263,31,5655,0,0,117000
0,0,1,1,2,232,29,5350,0,0,117000
0,0,0,1,0,147,25,5575,0,0,117000
0,0,2,1,0,233,29,5500,0,0,117000
0,0,0,1,24,357,32,5600,0,0,117000
0,0,2,1,0,95,25,5577,0,0,117000
0,1,2,1,0,130,25,5700,0,0,117000
0,1,2,1,0,163,27,5215,0,0,117000
0,0,0,1,11,209,27,5040,0,0,117000
0,1,2,1,0,79,22,5412,0,0,117000
0,0,0,0,10,117,25,4355,0,0,117000
0,1,2,1,0,324,33,5354,0,0,117000
0,0,0,0,17,101,26,5523,0,0,117000
0,1,0,0,3,87,34,2750,0,0,117000
0,0,2,1,0,145,29,5270,0,0,117000
0,0,0,0,7,371,34,5226,0,0,117000
0,1,2,1,0,75,26,5270,0,0,117000
0,0,0,0,8,69,22,4983,0,0,117000
0,0,2,1,0,148,27,5950,0,0,117000
0,1,1,1,0,134,25,5075,0,0,117000
0,0,0,0,7,26,27,4743,0,0,117000
0,1,1,1,0,337,30,5074,0,0,117000
0,0,0,0,0,83,21,5241,0,0,117000
0,1,1,1,0,249,29,5060,0,0,117000
0,0,0,0,36,239,30,5200,0,0,116000
0,0,1,0,0,94,24,4371,0,0,116000
0,0,1,0,0,108,25,4350,0,0,116000
0,0,0,0,5,58,24,4600,0,0,116000
0,0,0,0,5,4,24,5154,0,0,116000
